SensorName,LastCommunicationDate,X_mms,Y_mms,Z_mms,X_hz,Y_hz,Z_hz,Fault
Sensor-195732,23-08-2017 10:51,0.6,0.8,2,9,9,9,0
Sensor-300579,23-08-2017 10:52,2.7,3.7,2,9,9,9,0
Sensor-300578,23-08-2017 10:56,0.3,0.4,0.3,9,9,44,0
Sensor-300577,23-08-2017 10:58,1.7,1,0.6,10,9,16,1
Sensor-300579,23-08-2017 11:02,0.5,0.6,0.5,11,12,13,0
Sensor-300578,23-08-2017 11:06,0.8,1.1,1.5,25,16,20,1
Sensor-300575,23-08-2017 11:08,0.7,0.8,1.9,13,9,9,0
Sensor-300577,23-08-2017 11:08,1.4,0.5,0.7,13,10,12,1
Sensor-300579,23-08-2017 11:12,5.7,2.6,1.3,10,11,11,1
Sensor-300578,23-08-2017 11:15,0.9,0.8,1,13,9,9,1
Sensor-300575,23-08-2017 11:18,1.2,2.3,3.7,10,11,13,0
Sensor-300577,23-08-2017 11:18,2.6,1.8,2,11,14,12,1
Sensor-300579,23-08-2017 11:22,1.3,0.8,0.7,13,11,9,0
Sensor-195732,23-08-2017 11:22,0.5,0.9,0.6,9,9,16,0
Sensor-300578,23-08-2017 11:25,2.5,1.2,2.7,9,9,9,0
Sensor-300575,23-08-2017 11:27,1.3,1.9,5.1,11,11,12,0
Sensor-300577,23-08-2017 11:28,3.5,1.1,1,9,11,10,1
Sensor-300579,23-08-2017 11:32,9.4,2.1,1.4,12,17,12,1
Sensor-300578,23-08-2017 11:35,1.7,1.5,4.4,16,9,9,1
Sensor-300575,23-08-2017 11:37,1.8,3.1,9.4,9,9,9,1
Sensor-300577,23-08-2017 11:38,1.1,1.4,1.4,10,13,10,0
Sensor-300579,23-08-2017 11:42,8.3,1.2,0.8,9,16,12,0
Sensor-195732,23-08-2017 11:42,0.8,1,0.7,13,13,13,1
Sensor-300578,23-08-2017 11:45,0.5,0.7,1.2,13,12,10,0
Sensor-300575,23-08-2017 11:47,0.5,0.8,1.2,9,13,9,1
Sensor-300577,23-08-2017 11:48,8.1,1.5,1.8,13,28,28,0
Sensor-300579,23-08-2017 11:52,4.9,1.1,0.7,12,17,11,1
Sensor-300578,23-08-2017 11:55,2.4,1.4,1.1,25,25,31,1
Sensor-300575,23-08-2017 11:57,2.3,2.3,6.1,9,13,13,1
Sensor-300577,23-08-2017 11:58,1.4,1.4,1.3,12,20,15,1
Sensor-300579,23-08-2017 12:02,4.5,2.6,1.4,12,10,12,0
Sensor-300578,23-08-2017 12:05,0.4,0.8,1.1,18,16,14,0
Sensor-300579,23-08-2017 13:41,0.5,0.2,0.2,9,14,14,0
Sensor-300578,23-08-2017 13:44,0.9,1.5,2.5,13,13,13,1
Sensor-300575,23-08-2017 13:46,2.8,3.1,7.6,13,9,16,0
Sensor-300577,23-08-2017 13:47,2.2,1.6,1.1,10,16,15,0
Sensor-300579,23-08-2017 13:51,17.4,3.3,2.5,9,14,11,1
Sensor-300575,23-08-2017 13:56,1.7,1.8,4.2,19,19,9,1
Sensor-300577,23-08-2017 13:57,3.9,1.1,1.4,12,11,9,0
Sensor-300579,23-08-2017 14:01,4.4,3.1,1.6,10,19,14,0
Sensor-300578,23-08-2017 14:04,0.6,0.8,1.3,12,14,16,1
Sensor-300575,23-08-2017 14:06,1.8,3.3,5.1,11,11,14,0
Sensor-300577,23-08-2017 14:07,3.1,0.8,0.9,13,17,11,1
Sensor-300579,23-08-2017 14:11,1.2,0.7,0.6,9,9,9,0
Sensor-300578,23-08-2017 14:14,0.6,0.9,1.3,28,9,13,1
Sensor-300575,23-08-2017 14:16,2.3,2.2,6.1,10,12,9,0
Sensor-300577,23-08-2017 14:17,2.1,1.3,1.4,9,11,13,1
Sensor-300579,23-08-2017 14:21,1.9,4.3,3,13,9,15,0
Sensor-300575,23-08-2017 14:26,0.7,1.5,4.1,13,9,9,0
Sensor-300577,23-08-2017 14:27,1.3,0.3,0.6,12,12,9,0
Sensor-300579,23-08-2017 14:31,1.5,2.3,0.8,9,10,9,0
Sensor-300578,23-08-2017 14:34,0.9,0.6,2.1,14,9,11,1
Sensor-300575,23-08-2017 14:36,1.1,1,2.2,11,9,17,1
Sensor-300577,23-08-2017 14:37,1.6,1.3,1.2,11,11,22,1
Sensor-195732,23-08-2017 14:37,1.6,1.1,5.8,13,9,13,0
Sensor-300579,23-08-2017 14:41,4.6,1,0.4,10,13,12,1
Sensor-300578,23-08-2017 14:44,1.1,1.2,1.5,11,13,17,0
Sensor-300575,23-08-2017 14:46,2.1,3,8.2,16,19,13,0
Sensor-300577,23-08-2017 14:47,6,2.1,1.6,11,13,10,0
Sensor-300579,23-08-2017 14:51,5.2,2.2,1.7,10,11,10,0
Sensor-300578,23-08-2017 14:54,1.1,1,2.4,12,13,12,0
Sensor-300575,23-08-2017 14:56,3.4,3.5,7,25,9,9,1
Sensor-300577,23-08-2017 14:57,8,1.9,1.9,15,11,20,1
Sensor-300579,23-08-2017 15:01,8.7,0.5,0.7,12,12,13,0
Sensor-195732,23-08-2017 15:02,1,0.5,1.4,9,9,16,0
Sensor-300578,23-08-2017 15:04,0.7,0.5,0.9,12,10,10,1
Sensor-300575,23-08-2017 15:06,1.7,1.8,2.9,16,16,9,1
Sensor-300577,23-08-2017 15:07,6.9,0.7,1.1,12,11,11,0
Sensor-300579,23-08-2017 15:11,2.9,3.1,1.8,12,11,14,1
Sensor-300578,23-08-2017 15:13,0.7,2.1,2.7,9,9,9,1
Sensor-300575,23-08-2017 15:15,0.9,1.6,3.8,13,10,10,0
Sensor-300577,23-08-2017 15:17,2.4,0.6,0.6,13,9,12,1
Sensor-300579,23-08-2017 15:21,1.5,1.5,1,14,22,9,0
Sensor-300578,23-08-2017 15:23,0.9,0.8,2.2,9,9,9,1
Sensor-300575,23-08-2017 15:25,1.9,5.4,10.6,12,9,11,0
Sensor-300577,23-08-2017 15:27,10.3,0.5,0.5,11,9,9,0
Sensor-300579,23-08-2017 15:31,1.6,2.3,2,10,18,15,1
Sensor-300578,23-08-2017 15:33,0.5,0.6,1,13,13,17,0
Sensor-300577,23-08-2017 15:37,0.8,0.1,0.3,9,19,19,1
Sensor-300577,23-08-2017 15:46,0.2,0.3,0.3,9,16,9,1
Sensor-300579,23-08-2017 15:51,10.7,1.1,1,10,10,12,1
Sensor-300578,23-08-2017 15:53,1,0.8,1.9,11,9,12,1
Sensor-300575,23-08-2017 15:55,0.5,0.6,0.9,9,11,11,1
Sensor-300577,23-08-2017 15:56,5.2,1.6,1.4,12,25,12,0
Sensor-300579,23-08-2017 16:01,18.3,2.2,1,11,11,11,1
Sensor-195732,23-08-2017 16:02,0.7,1,1.9,16,16,9,1
Sensor-300575,23-08-2017 16:05,0.5,1,1.9,9,14,11,0
Sensor-300577,23-08-2017 16:06,2.4,0.9,1.3,9,28,11,1
Sensor-300579,23-08-2017 16:11,2.3,2.1,1,11,16,28,0
Sensor-195732,23-08-2017 16:12,1,0.8,3.9,16,9,9,1
Sensor-300578,23-08-2017 16:13,0.9,0.6,1.6,19,13,9,1
Sensor-300577,23-08-2017 16:16,3.7,1.6,1.3,15,10,12,1
Sensor-300579,23-08-2017 16:21,7.4,2.8,1.6,11,12,13,1
Sensor-300578,23-08-2017 16:23,0.9,1.1,1.5,31,9,13,1
Sensor-300575,23-08-2017 16:25,2.3,1.9,4,13,9,13,0
Sensor-300577,23-08-2017 16:26,3.6,2.3,1.8,11,14,35,0
Sensor-300579,23-08-2017 16:31,2,3.3,0.9,12,12,12,0
Sensor-300575,23-08-2017 16:35,3,4.6,9.6,16,9,9,1
Sensor-300577,23-08-2017 16:36,4,2.1,2.3,11,15,9,1
Sensor-300579,23-08-2017 16:41,11.4,2,1.3,11,15,15,1
Sensor-300577,23-08-2017 16:46,8.5,0.3,0.7,10,12,16,1
Sensor-300579,23-08-2017 16:51,4.9,2.2,2.1,9,10,20,1
Sensor-300578,23-08-2017 16:53,1.2,0.7,1.6,13,9,16,0
Sensor-300575,23-08-2017 16:55,0.6,1.1,2.2,11,9,9,0
Sensor-300577,23-08-2017 16:56,2.3,1.1,1.2,13,10,32,0
Sensor-300579,23-08-2017 17:01,18,6.8,4.4,9,13,11,1
Sensor-300579,23-08-2017 17:11,5.2,4.9,2.3,9,12,9,0
Sensor-300578,23-08-2017 17:13,1.2,1.5,2,9,11,11,1
Sensor-300577,23-08-2017 17:16,1,2.1,1,11,16,13,1
Sensor-300579,23-08-2017 17:21,1.9,1.7,0.9,11,16,18,1
Sensor-300578,23-08-2017 17:23,1.6,1.9,1.6,16,22,22,0
Sensor-300575,23-08-2017 17:24,1.6,2.7,4.8,9,13,9,0
Sensor-300577,23-08-2017 17:26,2.5,2.3,2.7,42,11,43,1
Sensor-300579,23-08-2017 17:31,0.9,1.3,0.6,11,9,10,1
Sensor-300575,23-08-2017 17:34,0.2,0.7,1.9,9,9,13,0
Sensor-300575,23-08-2017 18:04,0.8,3.8,7.5,9,9,9,1
Sensor-300577,23-08-2017 18:06,1.2,0.7,0.8,9,19,10,1
Sensor-195732,23-08-2017 18:08,1.1,1,2.1,13,13,9,1
Sensor-300579,23-08-2017 18:10,1.6,1.6,1.1,12,10,11,0
Sensor-300575,23-08-2017 18:14,1.5,1.8,3.6,14,9,9,1
Sensor-300577,23-08-2017 18:16,6.4,2.1,2,12,10,11,1
Sensor-300579,23-08-2017 18:20,5.4,0.9,0.4,9,10,10,1
Sensor-300578,23-08-2017 18:22,1.7,1.2,3.6,9,9,13,0
Sensor-300575,23-08-2017 18:24,1.1,1.1,4.1,11,11,9,1
Sensor-300577,23-08-2017 18:26,1.2,0.6,0.8,29,14,12,1
Sensor-300579,23-08-2017 18:30,2.1,3.2,1.3,17,11,17,1
Sensor-300578,23-08-2017 18:32,0.5,1.4,2.2,9,19,9,0
Sensor-300575,23-08-2017 18:34,0.9,1,2,22,9,11,1
Sensor-300577,23-08-2017 18:36,2,1.5,1.2,11,21,26,0
Sensor-300579,23-08-2017 18:40,3.4,1.5,1,10,11,12,0
Sensor-300578,23-08-2017 18:42,1.8,1.1,1.9,16,9,9,1
Sensor-300575,23-08-2017 18:44,1.1,1.7,3.3,11,11,16,1
Sensor-300577,23-08-2017 18:46,6.1,1,1.3,12,16,9,0
Sensor-300579,23-08-2017 18:50,2.3,1.5,1.5,11,19,11,0
Sensor-300578,23-08-2017 18:52,1.4,1,2.7,13,9,16,0
Sensor-300575,23-08-2017 18:54,1.6,3.3,6.4,12,9,9,0
Sensor-300577,23-08-2017 18:56,7.7,0.9,1.5,10,10,11,0
Sensor-300579,23-08-2017 19:00,1.2,1.2,0.6,14,14,11,0
Sensor-300578,23-08-2017 19:02,0.7,1.3,2.4,48,17,17,1
Sensor-300577,23-08-2017 19:06,1,0.3,0.5,11,10,15,1
Sensor-300579,23-08-2017 19:10,4.1,3,1.5,10,15,29,1
Sensor-300578,23-08-2017 19:12,1.5,0.7,1.9,9,9,9,0
Sensor-300575,23-08-2017 19:14,1.5,2.7,5.2,15,9,9,0
Sensor-195732,23-08-2017 19:14,25.4,13.2,10.7,9,28,25,0
Sensor-300577,23-08-2017 19:16,10.9,0.7,1.2,12,9,12,0
Sensor-300579,23-08-2017 19:20,13,4,2.1,12,12,24,1
Sensor-300578,23-08-2017 19:22,0.7,1.1,1.1,9,9,20,0
Sensor-195732,23-08-2017 19:23,0.5,0.4,2.7,9,16,13,0
Sensor-300575,23-08-2017 19:24,2.6,2.2,3.4,13,25,25,1
Sensor-300577,23-08-2017 19:26,5.7,0.7,1,14,10,10,1
Sensor-300579,23-08-2017 19:30,14.6,1.7,0.9,9,16,13,0
Sensor-300578,23-08-2017 19:32,1.1,0.8,2.7,13,9,13,1
Sensor-300577,23-08-2017 19:36,2.1,1.2,1.2,12,11,9,0
Sensor-300579,23-08-2017 19:40,3.3,2.5,1.2,12,13,17,1
Sensor-300575,23-08-2017 19:43,2.8,5.1,11.5,13,9,9,0
Sensor-300577,23-08-2017 19:46,6.9,0.6,0.9,9,10,11,1
Sensor-300579,23-08-2017 19:50,10.7,2.4,1.8,15,16,9,1
Sensor-300578,23-08-2017 19:52,0.6,0.3,0.9,9,9,9,1
Sensor-300575,23-08-2017 19:53,2.1,1.7,3.4,10,13,17,0
Sensor-300577,23-08-2017 19:56,7.9,0.5,0.7,10,21,9,1
Sensor-300579,23-08-2017 20:00,8.2,2.1,1.4,13,14,33,1
Sensor-300578,23-08-2017 20:02,1.8,1.6,2.1,9,16,25,0
Sensor-300577,23-08-2017 20:06,4.7,0.7,0.8,9,9,11,0
Sensor-300577,23-08-2017 20:16,17.3,1.9,1.9,10,24,10,1
Sensor-300579,23-08-2017 20:20,2.2,0.5,0.4,10,11,14,0
Sensor-300575,23-08-2017 20:23,1.3,1.8,3.9,11,11,22,0
Sensor-300577,23-08-2017 20:26,19.5,2.7,1.3,10,12,11,0
Sensor-300579,23-08-2017 20:30,9.3,2.5,1.5,10,11,44,0
Sensor-300578,23-08-2017 20:31,0.5,0.3,1,16,9,16,1
Sensor-300575,23-08-2017 20:33,2.9,2.6,6.4,9,13,13,0
Sensor-300577,23-08-2017 20:36,2.5,2,1.9,9,21,16,0
Sensor-300579,23-08-2017 20:40,12.5,1.3,1.2,9,12,14,0
Sensor-300578,23-08-2017 20:41,1.3,1.2,1.4,28,13,13,0
Sensor-300575,23-08-2017 20:43,1.8,1.9,3.8,31,9,9,0
Sensor-195732,23-08-2017 20:43,1.8,1,2.1,9,9,13,0
Sensor-300577,23-08-2017 20:46,7.6,1.6,2,12,9,39,0
Sensor-300579,23-08-2017 20:50,5.5,1.5,1,14,21,21,1
Sensor-300578,23-08-2017 20:51,1,1.1,1.3,9,16,16,1
Sensor-300575,23-08-2017 20:53,1.1,2.3,3,9,9,9,0
Sensor-300577,23-08-2017 20:55,7.1,1.9,1.6,10,18,10,0
Sensor-300579,23-08-2017 21:00,8,2.3,1.2,11,14,30,1
Sensor-300575,23-08-2017 21:03,1,1.5,2.3,9,13,16,1
Sensor-300577,23-08-2017 21:05,7.9,1.5,1.1,9,11,10,0
Sensor-300579,23-08-2017 21:10,4.8,2.2,0.9,15,9,15,1
Sensor-300578,23-08-2017 21:11,1.7,0.8,2.1,11,13,10,0
Sensor-195732,23-08-2017 21:14,0.4,0.4,0.4,13,13,13,1
Sensor-300577,23-08-2017 21:15,1.6,0.3,0.6,9,9,10,1
Sensor-300579,23-08-2017 21:20,1.3,0.5,0.4,11,14,15,1
Sensor-300575,23-08-2017 21:23,0.9,1.6,3.8,9,13,13,1
Sensor-300577,23-08-2017 21:25,8.7,2,2.5,12,9,40,0
Sensor-300579,23-08-2017 21:30,1.3,1.4,1,10,10,11,1
Sensor-300578,23-08-2017 21:31,1.3,1.5,2.6,9,9,9,0
Sensor-300575,23-08-2017 21:33,0.2,1.2,2.7,19,16,9,1
Sensor-300577,23-08-2017 21:35,2.3,0.6,0.7,11,20,10,1
Sensor-300579,23-08-2017 21:40,5.2,3.1,1.4,9,11,10,0
Sensor-300578,23-08-2017 21:41,0.7,0.5,0.7,9,13,9,1
Sensor-300575,23-08-2017 21:43,1.3,3.5,4.4,16,13,9,0
Sensor-300577,23-08-2017 21:45,2.9,1.6,1.5,14,9,11,1
Sensor-300579,23-08-2017 21:50,1.2,0.6,0.6,10,12,17,0
Sensor-300578,23-08-2017 21:51,0.7,0.2,1.3,16,9,9,1
Sensor-300575,23-08-2017 21:52,1.2,2.1,2.6,14,11,9,0
Sensor-300577,23-08-2017 21:55,7.4,2.7,2,9,15,13,1
Sensor-300579,23-08-2017 22:00,1.4,0.4,0.7,9,9,9,1
Sensor-300578,23-08-2017 22:01,1,0.5,1.8,19,13,19,1
Sensor-300575,23-08-2017 22:02,0.6,0.9,1.3,9,11,13,1
Sensor-300577,23-08-2017 22:05,0.5,0.5,0.4,9,22,9,1
Sensor-300577,24-08-2017 01:13,1.9,0.6,0.9,9,9,9,0
Sensor-300577,24-08-2017 03:03,0.8,0.5,0.6,22,13,9,1
Sensor-300579,24-08-2017 03:07,1.3,0.4,0.2,13,9,9,1
Sensor-300575,24-08-2017 03:10,0.9,2.3,3.8,9,9,13,0
Sensor-300577,24-08-2017 03:42,1.1,1.3,1.2,13,9,13,0
Sensor-300579,24-08-2017 03:47,13.8,2.3,2,9,12,11,0
Sensor-300578,24-08-2017 03:48,2.6,1.3,1.9,9,16,9,1
Sensor-300575,24-08-2017 03:49,1.7,2.4,5.9,13,9,9,0
Sensor-300577,24-08-2017 03:52,7.2,1.2,1.4,25,17,9,1
Sensor-300579,24-08-2017 03:57,3.1,1.8,1.1,22,13,16,1
Sensor-300578,24-08-2017 03:58,0.6,1.2,2.7,9,13,9,1
Sensor-300577,24-08-2017 04:02,7.3,1.4,1.6,10,11,14,0
Sensor-300578,24-08-2017 04:07,1.2,0.7,1.4,9,9,11,1
Sensor-300579,24-08-2017 04:07,9.9,2,1.3,10,10,17,0
Sensor-300575,24-08-2017 04:09,1.5,1.9,3.9,12,9,9,0
Sensor-300577,24-08-2017 04:12,2.8,1.5,1,10,14,10,0
Sensor-300579,24-08-2017 04:17,1.7,1.4,1,17,10,32,0
Sensor-300578,24-08-2017 04:18,1,1,2.4,9,9,9,0
Sensor-300575,24-08-2017 04:19,1.6,2.3,4.5,11,14,14,1
Sensor-300577,24-08-2017 04:22,2.1,1.3,1.3,10,13,11,1
Sensor-300579,24-08-2017 04:27,7.4,2.8,1.3,11,11,50,1
Sensor-300578,24-08-2017 04:28,1.4,1.8,3.3,9,13,9,0
Sensor-300575,24-08-2017 04:29,1.4,2.9,8.1,13,9,9,1
Sensor-300577,24-08-2017 04:32,2.8,1.4,1.5,28,11,42,1
Sensor-300579,24-08-2017 04:37,4.1,0.6,0.5,11,14,10,0
Sensor-300578,24-08-2017 04:38,0.6,0.9,1.5,11,11,11,1
Sensor-300575,24-08-2017 04:39,2.7,3,6.8,9,9,13,0
Sensor-195732,24-08-2017 04:40,0.6,0.4,0.7,13,9,9,1
Sensor-300577,24-08-2017 04:42,4.9,2.3,2,13,9,12,1
Sensor-300578,24-08-2017 04:47,0.6,1,2,9,14,22,0
Sensor-300579,24-08-2017 04:47,4.5,1.2,1,16,12,14,0
Sensor-300577,24-08-2017 04:52,2.6,1.8,2.1,11,9,15,0
Sensor-300578,24-08-2017 04:57,1.4,1.6,1.8,9,11,16,0
Sensor-300579,24-08-2017 04:57,2,2.5,1.2,12,15,15,1
Sensor-300575,24-08-2017 04:59,0.4,1.3,2.7,20,11,12,1
Sensor-300577,24-08-2017 05:02,7.2,0.9,0.8,10,11,11,0
Sensor-300578,24-08-2017 05:07,0.7,0.6,1.9,16,16,16,0
Sensor-300579,24-08-2017 05:07,5.7,3,1.5,16,11,35,0
Sensor-300575,24-08-2017 05:09,1.1,1.4,4.1,9,9,13,0
Sensor-300577,24-08-2017 05:12,2.7,2.3,2,24,14,26,1
Sensor-300578,24-08-2017 05:17,0.8,0.7,3.2,9,9,12,0
Sensor-300579,24-08-2017 05:17,20,3.7,2,9,9,10,1
Sensor-300575,24-08-2017 05:19,1.6,1.9,5,13,13,13,1
Sensor-300577,24-08-2017 05:22,6.7,1.7,2.8,10,11,10,0
Sensor-300578,24-08-2017 05:27,0.8,0.6,2.5,12,12,17,0
Sensor-300579,24-08-2017 05:27,2.7,1.8,1.5,10,11,39,0
Sensor-300575,24-08-2017 05:29,2,2.5,5.4,9,25,19,1
Sensor-300577,24-08-2017 05:32,1.5,0.6,0.8,10,15,12,0
Sensor-300579,24-08-2017 05:37,1.8,0.3,0.5,9,9,9,0
Sensor-300575,24-08-2017 05:38,0.8,1.1,2.9,16,13,13,0
Sensor-195732,24-08-2017 05:45,0.9,0.7,0.3,9,9,16,1
Sensor-300578,24-08-2017 05:47,0.7,0.9,2,18,15,15,1
Sensor-300579,24-08-2017 05:47,14.7,0.6,0.5,11,11,11,1
Sensor-300575,24-08-2017 05:48,1.7,2.2,4.8,12,9,11,0
Sensor-300577,24-08-2017 05:52,2,0.7,1.1,11,11,9,1
Sensor-300578,24-08-2017 05:57,0.9,1.1,1.6,13,13,15,1
Sensor-300579,24-08-2017 05:57,1.5,0.7,0.4,14,12,14,1
Sensor-300575,24-08-2017 05:58,0.9,1.8,2.9,12,15,12,0
Sensor-300577,24-08-2017 06:02,19.9,0.3,0.4,9,9,9,1
Sensor-300579,24-08-2017 06:07,4,2.3,1,10,9,11,0
Sensor-300575,24-08-2017 06:08,1.1,1.6,4.1,9,11,11,1
Sensor-300577,24-08-2017 06:12,3.5,2.4,1.9,9,9,16,1
Sensor-195732,24-08-2017 06:15,0.1,0.2,0.4,9,9,9,0
Sensor-300578,24-08-2017 06:17,0.9,0.6,1.5,17,9,11,0
Sensor-300579,24-08-2017 06:17,2.1,0.4,0.5,10,11,10,1
Sensor-300575,24-08-2017 06:18,0.2,1,2.7,9,9,13,1
Sensor-300577,24-08-2017 06:22,1.3,2.3,2.3,10,10,9,0
Sensor-195732,24-08-2017 06:26,0.3,0.2,0.8,9,9,16,0
Sensor-300578,24-08-2017 06:27,1.4,3,6.8,13,13,9,0
Sensor-300579,24-08-2017 06:27,13.1,0.4,0.3,9,17,12,1
Sensor-300575,24-08-2017 06:28,1,3.3,5.9,11,9,9,1
Sensor-300577,24-08-2017 06:32,3.7,1.4,1.5,10,13,9,0
Sensor-300578,24-08-2017 06:37,1,1.1,1.7,13,14,15,0
Sensor-300579,24-08-2017 06:37,6.6,2.6,1.2,14,16,21,0
Sensor-300575,24-08-2017 06:38,0.6,1.7,3.4,16,9,13,0
Sensor-300577,24-08-2017 06:42,5.6,1.4,2,11,12,22,0
Sensor-300578,24-08-2017 06:47,1.8,1.1,3.5,13,13,9,0
Sensor-300579,24-08-2017 06:47,3.4,0.8,0.8,10,13,12,1
Sensor-300575,24-08-2017 06:48,1.9,1.4,2.8,16,9,16,0
Sensor-300577,24-08-2017 06:52,3.9,2.3,1.3,9,11,28,1
Sensor-195732,24-08-2017 06:56,6.7,3.4,9.9,9,9,19,0
Sensor-300578,24-08-2017 06:57,1.3,0.9,2.4,9,13,9,1
Sensor-300579,24-08-2017 06:57,2.8,2.6,1.7,13,13,9,0
Sensor-300577,24-08-2017 07:02,7.6,2.3,1.6,13,13,14,0
Sensor-300579,24-08-2017 07:07,1.8,1.5,0.9,10,15,10,1
Sensor-300575,24-08-2017 07:08,0.6,1.5,2.9,15,14,9,0
Sensor-300578,24-08-2017 07:09,1,1,2.1,9,13,9,0
Sensor-300577,24-08-2017 07:12,1.8,1,0.7,11,11,12,1
Sensor-300579,24-08-2017 07:17,8.2,1.8,1.3,13,12,14,1
Sensor-300575,24-08-2017 07:18,0.8,0.9,1.4,16,13,13,1
Sensor-300578,24-08-2017 07:19,1.1,0.8,1.4,14,11,9,0
Sensor-300577,24-08-2017 07:22,7.2,2.7,1.8,11,13,27,0
Sensor-300579,24-08-2017 07:27,4.5,1.8,1.3,9,11,12,1
Sensor-300575,24-08-2017 07:28,2.3,1.5,3.9,13,9,13,0
Sensor-300578,24-08-2017 07:29,1.1,0.8,1.3,16,9,9,1
Sensor-300577,24-08-2017 07:32,2.7,0.5,1.1,9,9,16,0
Sensor-300579,24-08-2017 07:37,1,0.1,0.3,9,9,9,0
Sensor-300577,24-08-2017 08:02,1.8,0.3,0.3,9,25,13,0
Sensor-300579,24-08-2017 08:06,5.8,3.8,1.2,15,14,12,0
Sensor-300575,24-08-2017 08:07,1.1,1.7,3.1,25,13,9,1
Sensor-300578,24-08-2017 08:09,0.6,0.5,2,65,17,23,0
Sensor-300577,24-08-2017 08:12,3.7,0.8,1,15,9,12,1
Sensor-300579,24-08-2017 08:16,5.9,0.6,1,9,12,13,1
Sensor-300575,24-08-2017 08:17,3.5,2.8,4.7,13,13,19,0
Sensor-300578,24-08-2017 08:19,1.3,1.1,1.6,14,11,11,1
Sensor-300577,24-08-2017 08:22,8.7,2,1.3,17,12,32,0
Sensor-300579,24-08-2017 08:26,5.1,1.8,1.2,9,11,13,1
Sensor-300575,24-08-2017 08:27,1.6,2.2,3.8,9,9,9,1
Sensor-300578,24-08-2017 08:29,0.7,0.9,1.9,12,9,11,1
Sensor-300577,24-08-2017 08:32,0.6,0.5,0.7,22,12,12,1
Sensor-300579,24-08-2017 08:36,1.6,1.4,2.1,9,12,11,1
Sensor-300575,24-08-2017 08:37,2,1.9,4.3,9,9,13,1
Sensor-300578,24-08-2017 08:39,1.3,1,2.8,16,9,16,0
Sensor-300577,24-08-2017 08:42,6.4,1.6,1.4,16,25,14,1
Sensor-300579,24-08-2017 08:46,5.6,1.6,0.9,12,12,22,1
Sensor-300575,24-08-2017 08:47,1.7,1.4,3.6,12,15,11,0
Sensor-300578,24-08-2017 08:49,0.5,0.7,0.8,19,9,31,1
Sensor-300577,24-08-2017 08:52,2.4,0.5,0.7,9,14,9,1
Sensor-300579,24-08-2017 08:56,0.9,0.4,0.4,11,13,12,0
Sensor-300575,24-08-2017 08:57,0.7,0.9,3,17,9,9,1
Sensor-195732,24-08-2017 08:59,4.5,2.1,0.8,9,13,9,1
Sensor-300577,24-08-2017 09:02,4.7,0.8,1,13,12,14,0
Sensor-300579,24-08-2017 09:06,7.1,2.2,1,10,11,13,0
Sensor-300575,24-08-2017 09:07,1.2,2.3,6.2,9,9,9,1
Sensor-300578,24-08-2017 09:09,1.5,1,2.5,11,14,11,0
Sensor-300577,24-08-2017 09:12,1.4,0.3,0.5,10,12,11,0
Sensor-300579,24-08-2017 09:16,3.4,2.1,1.1,12,17,11,0
Sensor-300578,24-08-2017 09:19,0.7,0.9,1.9,9,19,27,1
Sensor-300577,24-08-2017 09:22,15.5,3.1,3.4,13,11,38,0
Sensor-300579,24-08-2017 09:26,4.4,1.9,1.5,9,12,15,1
Sensor-300575,24-08-2017 09:27,0.6,0.8,1.8,12,12,12,1
Sensor-300578,24-08-2017 09:29,0.3,0.3,0.1,9,9,9,0
Sensor-300577,24-08-2017 09:31,1.1,0.7,1.1,10,17,13,1
Sensor-300579,24-08-2017 09:36,20.8,3.1,2,11,10,10,0
Sensor-300575,24-08-2017 09:37,1,1.6,3.3,9,19,9,0
Sensor-300578,24-08-2017 09:38,1.2,0.5,4.9,9,9,9,1
Sensor-300577,24-08-2017 09:41,2.9,1.5,1.5,11,13,31,1
Sensor-195732,24-08-2017 09:44,1.1,1.6,4.2,9,9,9,0
Sensor-300579,24-08-2017 09:46,3,2.1,1,12,13,10,0
Sensor-300575,24-08-2017 09:47,1.6,1.8,4,11,11,11,0
Sensor-300578,24-08-2017 09:48,0.9,2.6,2.2,9,16,22,0
Sensor-300577,24-08-2017 09:51,5.5,1.1,1.3,10,15,12,0
Sensor-195732,24-08-2017 09:54,2.3,2.2,6.4,9,9,9,1
Sensor-300579,24-08-2017 09:56,6.1,1.5,0.6,10,10,10,1
Sensor-300575,24-08-2017 09:57,2.9,3.1,7.3,9,9,9,1
Sensor-300577,24-08-2017 10:01,9,3.4,2.4,14,13,11,1
Sensor-300579,24-08-2017 10:06,0.7,0.4,0.6,9,11,12,0
Sensor-300579,24-08-2017 10:16,7.8,5.3,1.7,20,12,14,1
Sensor-300575,24-08-2017 10:17,1.9,2.7,5.8,19,9,16,1
Sensor-300577,24-08-2017 10:21,4.1,0.6,0.6,11,9,9,0
Sensor-300578,24-08-2017 10:21,0.9,0.8,2.4,15,13,15,0
Sensor-195732,24-08-2017 10:25,3.8,2.9,2.6,9,9,9,1
Sensor-300575,24-08-2017 10:26,1,2.4,3.2,9,9,22,1
Sensor-300579,24-08-2017 10:26,2.2,3,1.9,13,10,26,1
Sensor-300577,24-08-2017 10:31,2.7,1,1.6,13,13,9,0
Sensor-300578,24-08-2017 10:31,1.6,1.1,3.9,14,11,9,1
Sensor-300575,24-08-2017 10:36,3.5,2.9,7.2,16,9,14,1
